dimension,MDP_ID,wind_param,sol_method,l1_norm,no_solutions,solver_time
4,41,0.8,IP,1.0,2.0,0.2613253593444824
4,41,0.8,IP,0.0,1.0,0.13274812698364258
4,41,0.8,IP,1.0,5.0,0.6693809032440186
4,41,0.8,IP,1.0,1.0,0.14317107200622559
4,41,0.8,IP,1.0,4.0,0.6616673469543457
4,41,0.8,IP,3.0,3.0,0.38665008544921875
4,41,0.8,IP,0.0,2.0,0.2553269863128662
4,41,0.8,IP,1.0,2.0,0.26227307319641113
4,41,0.8,IP,3.0,2.0,0.2737081050872803
4,41,0.8,IP,1.0,2.0,0.3078029155731201
4,41,0.8,IP,1.0,1.0,0.14757299423217773
4,41,0.8,IP,2.0,2.0,0.23485422134399414
4,41,0.8,IP,1.0,2.0,0.2849111557006836
4,41,0.8,IP,0.0,2.0,0.24368977546691895
4,41,0.8,IP,0.0,1.0,0.12651300430297852
4,41,0.8,IP,0.0,1.0,0.15873098373413086
4,41,0.8,IP,1.0,2.0,0.28138303756713867
4,41,0.8,IP,3.0,3.0,0.3819150924682617
4,41,0.8,IP,1.0,3.0,0.3789055347442627
4,41,0.8,IP,1.0,1.0,0.14503097534179688
4,41,0.8,IP,2.0,2.0,0.2336878776550293
4,41,0.8,IP,0.0,2.0,0.24572062492370605
4,41,0.8,IP,1.0,1.0,0.1406099796295166
4,41,0.8,IP,2.0,3.0,0.3592519760131836
4,41,0.8,IP,1.0,2.0,0.3050572872161865
4,41,0.8,IP,0.0,2.0,0.24871468544006348
4,41,0.8,IP,0.0,3.0,0.4000539779663086
4,41,0.8,IP,1.0,2.0,0.2774770259857178
4,41,0.8,IP,2.0,2.0,0.27175235748291016
4,41,0.8,IP,2.0,4.0,0.5311741828918457
4,41,0.8,IP,0.0,3.0,0.38350582122802734
4,41,0.8,IP,0.0,1.0,0.13953304290771484
4,41,0.8,IP,1.0,1.0,0.13808369636535645
4,41,0.8,IP,3.0,4.0,0.5357978343963623
4,41,0.8,IP,0.0,3.0,0.40847277641296387
4,41,0.8,IP,1.0,1.0,0.15043020248413086
4,41,0.8,IP,1.0,3.0,0.3790252208709717
4,41,0.8,IP,1.0,2.0,0.2635376453399658
4,41,0.8,IP,1.0,2.0,0.302731990814209
4,41,0.8,IP,0.0,2.0,0.2476961612701416
4,41,0.8,IP,3.0,2.0,0.25769615173339844
4,41,0.8,IP,0.0,1.0,0.13183116912841797
4,41,0.8,IP,1.0,1.0,0.1333620548248291
4,41,0.8,IP,0.0,1.0,0.1387941837310791
4,41,0.8,IP,0.0,3.0,0.3590810298919678
4,41,0.8,IP,4.0,3.0,0.37484073638916016
4,41,0.8,IP,0.0,1.0,0.12737298011779785
4,41,0.8,IP,2.0,2.0,0.23256564140319824
4,41,0.8,IP,0.0,2.0,0.24858832359313965
4,41,0.8,IP,2.0,3.0,0.3674941062927246
4,41,0.8,IP,1.0,3.0,0.3979947566986084
4,41,0.8,IP,1.0,1.0,0.16764307022094727
