dimension,MDP_ID,wind_param,sol_method,l1_norm,no_solutions,solver_time
3,131,0.8,IP,0.0,8.0,1.0399260520935059
3,131,0.8,IP,1.0,5.0,0.6050739288330078
3,131,0.8,IP,0.0,10.0,1.1888296604156494
3,131,0.8,IP,0.0,4.0,0.4928548336029053
3,131,0.8,IP,0.0,7.0,0.8266551494598389
3,131,0.8,IP,0.0,6.0,0.7285759449005127
3,131,0.8,IP,0.0,8.0,0.9706437587738037
3,131,0.8,IP,0.0,7.0,0.8366320133209229
3,131,0.8,IP,1.0,6.0,0.742450475692749
3,131,0.8,IP,0.0,5.0,0.6090450286865234
3,131,0.8,IP,0.0,8.0,0.9857034683227539
3,131,0.8,IP,0.0,8.0,0.9410369396209717
3,131,0.8,IP,1.0,8.0,0.9540677070617676
3,131,0.8,IP,0.0,4.0,0.49738192558288574
3,131,0.8,IP,0.0,7.0,0.845557689666748
3,131,0.8,IP,0.0,4.0,0.4904184341430664
3,131,0.8,IP,0.0,5.0,0.6016411781311035
3,131,0.8,IP,1.0,6.0,0.7252559661865234
3,131,0.8,IP,0.0,3.0,0.3553190231323242
3,131,0.8,IP,0.0,7.0,0.8266870975494385
3,131,0.8,IP,0.0,10.0,1.219223976135254
3,131,0.8,IP,1.0,6.0,0.7041881084442139
3,131,0.8,IP,0.0,6.0,0.7243998050689697
3,131,0.8,IP,0.0,3.0,0.3713390827178955
3,131,0.8,IP,0.0,10.0,1.2285728454589844
3,131,0.8,IP,0.0,2.0,0.25214195251464844
3,131,0.8,IP,1.0,6.0,0.7311923503875732
3,131,0.8,IP,0.0,8.0,0.9613480567932129
3,131,0.8,IP,1.0,4.0,0.4775979518890381
3,131,0.8,IP,1.0,11.0,1.352874755859375
3,131,0.8,IP,0.0,8.0,0.9787747859954834
3,131,0.8,IP,0.0,2.0,0.2504732608795166
3,131,0.8,IP,1.0,4.0,0.48429417610168457
3,131,0.8,IP,0.0,10.0,1.2299926280975342
3,131,0.8,IP,2.0,9.0,1.07954740524292
3,131,0.8,IP,0.0,7.0,0.8390023708343506
3,131,0.8,IP,0.0,5.0,0.5867037773132324
3,131,0.8,IP,0.0,4.0,0.48950910568237305
3,131,0.8,IP,2.0,6.0,0.6955127716064453
3,131,0.8,IP,0.0,5.0,0.6173021793365479
3,131,0.8,IP,2.0,6.0,0.6988804340362549
3,131,0.8,IP,0.0,5.0,0.6229612827301025
3,131,0.8,IP,0.0,5.0,0.6107969284057617
3,131,0.8,IP,0.0,5.0,0.590836763381958
3,131,0.8,IP,1.0,8.0,0.982151985168457
3,131,0.8,IP,0.0,8.0,0.9824435710906982
3,131,0.8,IP,2.0,8.0,0.9787468910217285
3,131,0.8,IP,0.0,4.0,0.49138474464416504
3,131,0.8,IP,0.0,5.0,0.5768139362335205
3,131,0.8,IP,0.0,5.0,0.5933370590209961
3,131,0.8,IP,0.0,7.0,0.8598382472991943
3,131,0.8,IP,3.0,13.0,1.5714833736419678
3,131,0.8,IP,1.0,5.0,0.6112518310546875
3,131,0.8,IP,0.0,6.0,0.7374818325042725
3,131,0.8,IP,2.0,7.0,0.8278801441192627
3,131,0.8,IP,0.0,7.0,0.8248131275177002
3,131,0.8,IP,0.0,6.0,0.7414991855621338
3,131,0.8,IP,0.0,4.0,0.4832141399383545
3,131,0.8,IP,0.0,6.0,0.7244176864624023
3,131,0.8,IP,0.0,7.0,0.873162031173706
3,131,0.8,IP,0.0,7.0,0.8295233249664307
3,131,0.8,IP,0.0,9.0,1.0909221172332764
3,131,0.8,IP,0.0,5.0,0.6280083656311035
3,131,0.8,IP,0.0,5.0,0.5940015316009521
3,131,0.8,IP,0.0,5.0,0.5993220806121826
3,131,0.8,IP,0.0,11.0,1.3247554302215576
3,131,0.8,IP,0.0,7.0,0.8407859802246094
3,131,0.8,IP,2.0,8.0,0.9766323566436768
3,131,0.8,IP,0.0,7.0,0.8537590503692627
3,131,0.8,IP,2.0,9.0,1.0480082035064697
3,131,0.8,IP,1.0,7.0,0.8398759365081787
3,131,0.8,IP,0.0,10.0,1.1873397827148438
3,131,0.8,IP,0.0,5.0,0.6106991767883301
3,131,0.8,IP,0.0,7.0,0.8498368263244629
3,131,0.8,IP,0.0,7.0,0.8530142307281494
3,131,0.8,IP,0.0,2.0,0.24198102951049805
3,131,0.8,IP,0.0,6.0,0.718940258026123
3,131,0.8,IP,0.0,9.0,1.0948152542114258
3,131,0.8,IP,1.0,8.0,0.9808924198150635
3,131,0.8,IP,2.0,7.0,0.8704228401184082
3,131,0.8,IP,0.0,1.0,0.1323871612548828
3,131,0.8,IP,0.0,7.0,0.8555946350097656
3,131,0.8,IP,1.0,4.0,0.48183608055114746
3,131,0.8,IP,2.0,7.0,0.8313517570495605
3,131,0.8,IP,1.0,4.0,0.48575806617736816
3,131,0.8,IP,0.0,5.0,0.6108825206756592
3,131,0.8,IP,0.0,8.0,0.9590566158294678
3,131,0.8,IP,0.0,7.0,0.8670790195465088
3,131,0.8,IP,1.0,9.0,1.074314832687378
3,131,0.8,IP,1.0,4.0,0.48830246925354004
3,131,0.8,IP,0.0,10.0,1.2402582168579102
3,131,0.8,IP,0.0,6.0,0.7360527515411377
3,131,0.8,IP,1.0,6.0,0.7366936206817627
3,131,0.8,IP,0.0,4.0,0.4707949161529541
3,131,0.8,IP,0.0,11.0,1.3471200466156006
3,131,0.8,IP,0.0,7.0,0.8571503162384033
3,131,0.8,IP,0.0,8.0,0.9400980472564697
3,131,0.8,IP,1.0,7.0,0.8224008083343506
3,131,0.8,IP,2.0,8.0,0.9612870216369629
3,131,0.8,IP,0.0,6.0,0.7239408493041992
3,131,0.8,IP,0.0,8.0,0.9610795974731445
3,131,0.8,IP,0.0,6.0,0.7494752407073975
3,131,0.8,IP,0.0,3.0,0.3534090518951416
3,131,0.8,IP,1.0,8.0,0.9760897159576416
3,131,0.8,IP,0.0,4.0,0.4670581817626953
3,131,0.8,IP,0.0,7.0,0.8606290817260742
3,131,0.8,IP,1.0,7.0,0.8257904052734375
3,131,0.8,IP,0.0,6.0,0.7370541095733643
3,131,0.8,IP,2.0,9.0,1.0963103771209717
3,131,0.8,IP,2.0,9.0,1.0821537971496582
3,131,0.8,IP,0.0,4.0,0.4985818862915039
3,131,0.8,IP,1.0,8.0,0.9680190086364746
3,131,0.8,IP,0.0,9.0,1.0888240337371826
3,131,0.8,IP,0.0,7.0,0.8523390293121338
3,131,0.8,IP,1.0,5.0,0.6197099685668945
3,131,0.8,IP,1.0,9.0,1.0748915672302246
3,131,0.8,IP,0.0,6.0,0.7273714542388916
3,131,0.8,IP,0.0,5.0,0.6251420974731445
3,131,0.8,IP,2.0,7.0,0.8346273899078369
3,131,0.8,IP,0.0,4.0,0.49119138717651367
3,131,0.8,IP,0.0,6.0,0.735358476638794
3,131,0.8,IP,1.0,8.0,0.9837408065795898
3,131,0.8,IP,0.0,9.0,1.0673902034759521
3,131,0.8,IP,0.0,5.0,0.6166253089904785
3,131,0.8,IP,1.0,10.0,1.2156322002410889
3,131,0.8,IP,0.0,6.0,0.7125687599182129
3,131,0.8,IP,1.0,8.0,0.9764885902404785
3,131,0.8,IP,0.0,6.0,0.7419250011444092
3,131,0.8,IP,0.0,4.0,0.4934210777282715
3,131,0.8,IP,0.0,4.0,0.49558067321777344
3,131,0.8,IP,0.0,4.0,0.4930708408355713
3,131,0.8,IP,0.0,5.0,0.606658935546875
3,131,0.8,IP,0.0,5.0,0.6022870540618896
3,131,0.8,IP,0.0,5.0,0.5881290435791016
3,131,0.8,IP,0.0,5.0,0.6060280799865723
3,131,0.8,IP,0.0,6.0,0.7304959297180176
3,131,0.8,IP,0.0,3.0,0.3586239814758301
3,131,0.8,IP,1.0,10.0,1.222841739654541
3,131,0.8,IP,0.0,5.0,0.624657154083252
3,131,0.8,IP,0.0,8.0,1.0061922073364258
3,131,0.8,IP,0.0,3.0,0.37529897689819336
3,131,0.8,IP,0.0,7.0,0.8644468784332275
3,131,0.8,IP,0.0,3.0,0.37584638595581055
3,131,0.8,IP,1.0,7.0,0.8303613662719727
3,131,0.8,IP,0.0,7.0,0.8482553958892822
3,131,0.8,IP,0.0,7.0,0.8358769416809082
3,131,0.8,IP,0.0,4.0,0.48308324813842773
3,131,0.8,IP,1.0,8.0,0.9671003818511963
3,131,0.8,IP,0.0,4.0,0.48424792289733887
3,131,0.8,IP,0.0,8.0,0.9769186973571777
3,131,0.8,IP,0.0,4.0,0.4905526638031006
3,131,0.8,IP,0.0,6.0,0.72971510887146
3,131,0.8,IP,0.0,8.0,0.966625452041626
3,131,0.8,IP,0.0,2.0,0.24724411964416504
3,131,0.8,IP,0.0,5.0,0.622706413269043
3,131,0.8,IP,0.0,6.0,0.7252297401428223
3,131,0.8,IP,0.0,7.0,0.8688068389892578
