dimension,MDP_ID,wind_param,sol_method,l1_norm,no_solutions,solver_time
3,81,0.8,IP,1.0,5.0,0.616455078125
3,81,0.8,IP,1.0,2.0,0.23993897438049316
3,81,0.8,IP,0.0,3.0,0.38127994537353516
3,81,0.8,IP,1.0,5.0,0.613671064376831
3,81,0.8,IP,0.0,6.0,0.7272481918334961
3,81,0.8,IP,0.0,3.0,0.358151912689209
3,81,0.8,IP,0.0,3.0,0.36681294441223145
3,81,0.8,IP,0.0,3.0,0.36443400382995605
3,81,0.8,IP,0.0,3.0,0.3628871440887451
3,81,0.8,IP,1.0,4.0,0.4751729965209961
3,81,0.8,IP,0.0,2.0,0.24468517303466797
3,81,0.8,IP,0.0,5.0,0.5874538421630859
3,81,0.8,IP,0.0,5.0,0.6022636890411377
3,81,0.8,IP,0.0,4.0,0.47484445571899414
3,81,0.8,IP,0.0,4.0,0.474592924118042
3,81,0.8,IP,0.0,4.0,0.4849669933319092
3,81,0.8,IP,0.0,4.0,0.48432207107543945
3,81,0.8,IP,0.0,4.0,0.4813370704650879
3,81,0.8,IP,0.0,2.0,0.24829316139221191
3,81,0.8,IP,1.0,3.0,0.36060214042663574
3,81,0.8,IP,0.0,6.0,0.739661693572998
3,81,0.8,IP,0.0,4.0,0.4867434501647949
3,81,0.8,IP,1.0,3.0,0.35373401641845703
3,81,0.8,IP,0.0,3.0,0.36849164962768555
3,81,0.8,IP,0.0,2.0,0.24649453163146973
3,81,0.8,IP,1.0,6.0,0.7181410789489746
3,81,0.8,IP,0.0,2.0,0.2448117733001709
3,81,0.8,IP,0.0,3.0,0.3537619113922119
3,81,0.8,IP,0.0,3.0,0.3567848205566406
3,81,0.8,IP,1.0,4.0,0.4732530117034912
3,81,0.8,IP,1.0,6.0,0.7204864025115967
3,81,0.8,IP,0.0,6.0,0.7298014163970947
3,81,0.8,IP,1.0,4.0,0.47625160217285156
3,81,0.8,IP,1.0,7.0,0.8199021816253662
3,81,0.8,IP,1.0,2.0,0.2276749610900879
3,81,0.8,IP,0.0,3.0,0.35589075088500977
3,81,0.8,IP,0.0,2.0,0.22960996627807617
3,81,0.8,IP,0.0,3.0,0.35672879219055176
3,81,0.8,IP,0.0,4.0,0.48847246170043945
3,81,0.8,IP,0.0,6.0,0.718759298324585
3,81,0.8,IP,0.0,3.0,0.3608853816986084
3,81,0.8,IP,1.0,5.0,0.5976269245147705
3,81,0.8,IP,0.0,2.0,0.23666620254516602
3,81,0.8,IP,0.0,7.0,0.8365817070007324
3,81,0.8,IP,0.0,4.0,0.47467684745788574
3,81,0.8,IP,0.0,3.0,0.35468530654907227
3,81,0.8,IP,0.0,4.0,0.4671177864074707
3,81,0.8,IP,0.0,2.0,0.23069167137145996
3,81,0.8,IP,0.0,2.0,0.23660016059875488
3,81,0.8,IP,0.0,4.0,0.47919797897338867
3,81,0.8,IP,0.0,3.0,0.3599832057952881
3,81,0.8,IP,1.0,4.0,0.4670121669769287
3,81,0.8,IP,1.0,4.0,0.48767709732055664
3,81,0.8,IP,0.0,5.0,0.6058495044708252
3,81,0.8,IP,0.0,2.0,0.2432236671447754
3,81,0.8,IP,0.0,4.0,0.4904959201812744
3,81,0.8,IP,0.0,4.0,0.4759633541107178
3,81,0.8,IP,0.0,3.0,0.35747623443603516
3,81,0.8,IP,1.0,3.0,0.3538782596588135
3,81,0.8,IP,1.0,4.0,0.47735047340393066
3,81,0.8,IP,2.0,5.0,0.6036159992218018
3,81,0.8,IP,0.0,4.0,0.4884333610534668
3,81,0.8,IP,0.0,4.0,0.4753141403198242
3,81,0.8,IP,0.0,3.0,0.35720229148864746
3,81,0.8,IP,0.0,4.0,0.47931528091430664
3,81,0.8,IP,1.0,5.0,0.5987858772277832
3,81,0.8,IP,0.0,5.0,0.6051630973815918
3,81,0.8,IP,0.0,4.0,0.4837627410888672
